company_name,cin,other_name,other_cin
HESTER BIOSCIENCES LIMITED,L99999GJ1987PLC022333,HESTER PHARMACEUTICALS LIMITED,
HEURTEY PETROCHEM INDIA PRIVATE LIMITED,U24111MH2004PTC178577,HEURTEY PETROCHEM EQUIPMENT PRIVATE LIMITED,
AON SERVICES INDIA PRIVATE LIMITED,U74899DL1995PTC067542,HEWITT ASSOCIATES (INDIA) PRIVATE LIMITED;NOBLE & HEWITT (INDIA) PVT. LTD.,
HEWLETT PACKARD (INDIA) SOFTWARE OPERATION PRIVATE LIMITED,U72200KA1988PTC009435,HEWLETT PACKARD (INDIA) SOFTWAREOPERATION PRIVATE LIMITED;HEWLETT PACKARD INDIA SOFTWARE OPERATION PRIVATE LIMITED,
HEWLETT PACKARD ENTERPRISE GLOBALSOFT PRIVATE LIMITED,U72900KA2016FTC095301,HEWLETT PACKARD ENTERPRISE GLOBALSOFTPRIVATE LIMITED,
HEWLETT PACKARD ENTERPRISE INDIA PRIVATE LIMITED,U72200KA2015FTC079699,Hewlett Packard Enterprise India Private Limited,
HEXA SECURITIES AND FINANCE COMPANY LIMITED,U74899UP1994PLC120082,HEXA SECURITIES AND FINANCE COMPANYLIMITED,U74899GJ1994PLC066477
HEXAGON CAPABILITY CENTER INDIA PRIVATE LIMITED,U72200TG1987PTC014464,Hexagon Capability Center India Private Limited;HEXAGON CAPABILITY CENTER INDIA PRIVATELIMITED;INTERGRAPH (INDIA) PRIVATE LIMITED;INTERGRAPH CONSULTING PRIVATE LIMITED,U72200AP1987PTC014464
HEXAGON NUTRITION LIMITED,U24110MH1993PLC072189,HEXAGON CHEMOILS PVT.LTD.;HEXAGON NUTRITION PRIVATE LIMITED,U24110MH1993PTC072189
HEXAGON GEOSYSTEMS SERVICES INDIA PRIVATE LIMITED,U74999HR2020FTC085708,HEXAGON GEOSYSTEMS SERVICES INDIAPRIVATE LIMITED,
HEXAGON MANUFACTURING INTELLIGENCE INDIA PRIVATE LIMITED,U72200PN2004PTC019750,HEXAGON MANUFACTURING INTELLIGENCE INDIAPRIVATE LIMITED;MSC SOFTWARE CORPORATION INDIA PRIVATE LIMITED;MSC SOFTWARE CORPORATION INDIA PRIVATELIMITED,
HEXAGON NUTRITION (EXPORTS) PRIVATE LIMITED,U15139MH2012PTC409199,HEXAGON NUTRITION (EXPORTS) PRIVATELIMITED;Hexagon Nutrition Exports Private Limited,U15139TN2012PTC086911
PCA SIGNAGES INDIA PRIVATE LIMITED,U74999MH2004PTC145391,HEXAGON-MIDCO INDIA PRIVATE LIMITED,
HEXAVIEW TECHNOLOGIES PRIVATE LIMITED,U72200DL2010PTC204016,Hexaview Technologies Private Limited,
HEXEL REALTORS PRIVATE LIMITED,U70100TN2007PTC065138,HEXEL HEALTHCARE CONSULTING (INDIA) PRIVATE LIMITE D;HEXEL HEALTHCARE CONSULTING (INDIA) PRIVATE LIMITED;HEXEL HEALTHCARE CONSULTING (INDIA)PRIVATE LIMITED;HEXEL HEALTHCARE CONSULTING INDIA PRIVATE LIMITED,U85110TN2007PTC065138
INFOTEL BUSINESS SOLUTIONS LIMITED.,U74899DL2000PLC106823,HFCL INTERNET SERVICES LIMITED,
HFL HEALTHCARE AND WELLNESS PRIVATE LIMITED,U24232TN1994PTC048002,HFL HEALTHCARE AND WELLNESS PRIVATELIMITED;RECKITT BENCKISER SCHOLL INDIA LIMITED;RECKITT BENCKISER SCHOLL INDIA Private Limited;RECKITT BENCKISER SCHOLL INDIA PRIVATELIMITED,U24232TN1994PLC048002
JACOBS SOLUTIONS INDIA PRIVATE LIMITED,U45200MH1981PTC024767,HGC CONSTRUCTORS PRIVATE LTD,
HGS INTERNATIONAL SERVICES PRIVATE LIMITED,U32304MH2007PTC167602,HGS INTERNATIONAL SERVICES PRIVATELIMITED;HINDUJA OUTSOURCING SOLUTIONS INDIA PRIVATE LIMITED;HTMT NETWORK PRIVATE LIMITED,
HARDCASTLE PETROFER PRIVATE LIMITED,U24100MH2004PTC149240,HHIL LUBRICANTS PRIVATE LIMITED,
BAUMER INDIA PRIVATE LIMITED,U29299PN2007FTC129468,HHS INDIA GLUING SYSTEMS PRIVATE LIMITED,
HIGLANCE LABORATORIES PRIVATE LIMITED,U24239DL2003PTC120847,HI GLANCE LABORATORIES PRIVATE LIMITED,
HI PHYSIX LABORATORY INDIA PRIVATE LIMITED,U74120DL2009PTC194754,Hi Physix Laboratory India Private Limited;HI PHYSIX LABORATORY INDIA PRIVATELIMITED,
HI TECH ARAI PRIVATE LIMITED,U29130TN1985PTC011572,HI TECH ARAI LIMITED;HI TECH ARAI Private Limited,
HI-TECH CHEMICALS LIMITED,U00300WB1986PLC124546,HI TECHCHEMICALS PRIVATE LIMITED;HI-TECH CHEMICALS PRIVATE LIMITED,U00300WB1986PTC124546
HI-BOND CEMENT (INDIA) PRIVATE LIMITED,U26940GJ2007PTC050846,HI-BOND CEMENT INDIA PRIVATE LIMITED;ROTARY TECH CEMENT PRIVATE LIMITED.,
HI-BRIGHT PROPERTIES AND SELLERS PRIVATE LIMITED,U45201TZ2005PTC012308,HI-BRIGHT PROPERTIES AND SELLERS PRIVATELIMITED;HI-BRIGHT PROPERTY DEVELOPERS INDIA PRIVATE LIMITED;HI-BRIGHT PROPERTY DEVELOPERS INDIAPRIVATE LIMITED,
W SPACES PRIVATE LIMITED,U45100MH2014PTC252577,HI-FI TRADING PRIVATE LIMITED,U51909MH2014PTC252577
HI-FOCUS ELECTRONICS INDIA PRIVATE LIMITED,U51909TN2015PTC099815,HI-FOCUS Electronics India Private Limited;HI-FOCUS ELECTRONICS INDIA PRIVATELIMITED,
HI-LIFE MACHINE TOOLS LTD,U26941GJ1984PLC007503,HI-LIFE MACHINE TOOLS PVT LTD,
HI-MAK PRIVATE LIMITED,U29100GJ2011PTC067842,HI-MAK PROCESS CONTROLS PRIVATE LIMITED,
HI-POINT SERVICES (INDIA) PRIVATE LIMITED,U29120MH1995PTC093081,HI-POINT SERVICES (INDIA) PRIVATELIMITED;HI-POINT SERVICES INDIA PRIVATE LIMITED,
HITACHI HI-REL POWER ELECTRONICS PRIVATE LIMITED,U72200GJ1990PTC013246,HI-REL CONTROLS PRIVATE LIMITED;HI-REL ELECTRONICS LIMITED;HI-REL ELECTRONICS PRIVATE LIMITED;HITACHI HI-REL POWER ELECTRONICS PRIVATELIMITED,
SNR INVESTMENTS PRIVATE LIMITED,U65990TG1995PTC020511,HI-SOUND INVESTMENTS PRIVATE LIMITED,U65990AP1995PTC020511
HI-TECH ESTATES AND PROMOTERS PRIVATE LIMITED,U70101OR1998PTC005577,HI-TECH ESTATES AND PROMOTERS PRIVATELIMITED,
THE HI-TECH GEARS LIMITED,L29130HR1986PLC081555,HI-TECH GEARS LIMITED,L29130RJ1986PLC004536
HI-TECH MEDICS PRIVATE LIMITED,U33111UP1994PTC017200,HI-TECH HOSPITAL  HEALTHCARE CORPORATION LIMITED;HI-TECH HOSPITAL & HEALTHCARE CORPORATION LIMITED;HI-TECH HOSPITAL & HEALTHCARE CORPORATION PRIVATE LIMITED;HI-TECH HOSPITAL & HEALTHCARECORPORATION LIMITED;HI-TECH HOSPITAL & HEALTHCARECORPORATION PRIVATE LIMITED;HI-TECH MEDICAL PRODUCTS LTD,U33111UP1994PLC017200
HI-TECH INVESTMENT CASTINGS PRIVATE LIMITED,U27320GJ1989PTC012127,HI-TECH INVESTMENT CASTINGS LIMITED;HI-TECH INVESTMENT CASTINGS PRIVATELIMITED,U27320GJ1989PLC012127
HI-TECH HERITAGE LIMITED,U27310WB2006PLC110450,HI-TECH IRON & POWER LIMITED,
HITECH CORPORATION LIMITED,L28992MH1991PLC168235,HI-TECH PLAST CONTAINERS (INDIA) LIMITED.;HITECH PLAST LIMITED,
THE HI-TECH ROBOTIC SYSTEMZ LIMITED,U28999HR2004PLC090652,HI-TECH ROBOTIC SYSTEMZ LIMITED,U28999RJ2004PLC019662
HI-TECH ROCK PRODUCTS & AGGREGATES LIMITED,U14290TN2008PLC065900,HI-TECH ROCK PRODUCTS & AGGREGATESLIMITED,
HI-TECH SWEET WATER TECHNOLOGIES PRIVATE LIMITED,U45205GJ2000PTC037188,HI-TECH SWEET WATER TECHNOLOGIES PRIVATELIMITED;HITECH SWEET WATER TECHNOLOGIES PRIVATE LIMITED;HITECH SWEET WATER TECHNOLOGIES PRIVATELIMITED,
HI-TECH RADIATORS PRIVATE LIMITED,U31200MH1989PTC054750,HI-TECH SWITCHGEARS PRIVATE LIMITED,
HI-TECH SYSTEMS & SERVICES LTD.,U74999WB1989PLC046263,HI-TECH SYSTEMS  SERVICES LTD.,
DIWAKAR VINIYOG PRIVATE LIMITED,U24246WB1984PTC037090,HI-UP COSMETICS AND TOILETRIES PVT LTD,
GTT COMMUNICATIONS INDIA PRIVATE LIMITED,U74900PN2011FTC143259,Hibernia Atlantic Communications Private Limited,
HIBISCUS HOLDINGS PRIVATE LIMITED,U93000HR2012PTC044952,Hibiscus Holdings Private Limited,
HIBU INDIA PRIVATE LIMITED,U72300KA2005PTC038031,hibu India Private Limited;PINDAR SET BPO SERVICES PRIVATE LIMITED;PINDAR SET INDIA PRIVATE LIMITED;YELL ADWORKS INDIA PRIVATE LIMITED,
HICAL TECHNOLOGIES PRIVATE LIMITED,U31900KA2011PTC060176,Hical Aerospace Private Limited;Hical Technologies Private Limited,
HICAL INFRA PRIVATE LIMITED,U31909KA1990PTC010854,Hical Infra Private Limited;HICAL MAGNETICS PVT. LTD.;HICAL TECHNOLOGIES PRIVATE LIMITED,
HICKS THERMOMETERS INDIA LIMITED,U33112UP1961PLC002846,HICKS THERMAMETERS INDIA LIMITED,L33112UP1961PLC002846
MISHTANN FOODS LIMITED,L15400GJ1981PLC004170,HICS CEMENTS LIMITED,U26940GJ1981PLC004170
HIDESIGN INDIA PRIVATE LIMITED,U63040TN2007PTC065466,HIDESIGN INDIA PRIVATE LIMITE,
TROUW NUTRITION INDIA PRIVATE LIMITED,U74900TG2013PTC129362,HIFEED INDIA PRIVATE LIMITED,U74900TN2013PTC089756
UDAY JEWELLERY INDUSTRIES LIMITED,L74900TG1999PLC080813,HIFUNDA LIMITED;HIFUNDA.COM LIMITED,L74900AP1999PLC080813
ALPSCO GRAINTECH PRIVATE LIMITED,U15310PB1998PTC050223,HIGH CLASS FOODS PRIVATE LIMITED,U15310CH1998PTC021466
HIGH ENERGY BATTERIES (INDIA) LIMITED,L36999TN1961PLC004606,HIGH ENERGY BATTERIES INDIA LIMITED,
HIGH GRADE INDUSTRIES (INDIA) PRIVATE LIMITED,U24110MH2000PTC128609,HIGH GRADE INDUSTRIES (INDIA) PRIVATELIMITED;HIGH GRADE INDUSTRIES INDIA PRIVATE LIMITED,
HIGH GRADE INFRA PROJECTS PRIVATE LIMITED,U45309RJ2017PTC058833,HIGH GRADE INFRA PROJECTS PRIVATELIMITED,
HIGH PERFORMANCE PLASTICS INDIA PRIVATE LIMITED,U25209HR2019FTC079941,HIGH PERFORMANCE PLASTICS INDIA PRIVATELIMITED,
HIGH POWER ENGINEERING COMPANY PRIVATE LIMITED.,U34300MH1996PTC102922,HIGH POWER ENGINEERING COMPANY PRIVATELIMITED.,
HIGH PROFILE REALTORS PRIVATE LIMITED,U45201DL2006PTC145917,High Profile Realtors Private Limited,
HIGH SPIRIT COMMERCIAL VENTURES PRIVATE LIMITED,U19115MH2012PTC232201,HIGH SPIRIT COMMERCIAL VENTURES PRIVATELIMITED,
NOVA INTEGRATED SYSTEMS LIMITED,U74990TG2008PLC099481,HIGH-TECH SYSTEMS LIMITED;Nova Integrated Systems Limited,U74990MH2008PLC183426
HIGHEND PROPERTIES PRIVATE LIMTIED,U70102TG2006PTC050276,Highend Properties Private Limtied,U70102AP2006PTC050276
TENSHI KAIZEN PRIVATE LIMITED,U24230KA2007PTC042337,HIGHER PHARMATECH PRIVATE LIMITED,
NORTHERN ARC CAPITAL LIMITED,U65910TN1989PLC017021,HIGHLAND LEASING & FINANCE PRIVATE LIMITED;IFMR CAPITAL FINANCE LIMITED;IFMR Capital Finance Private Limited,L65910TN1989PLC017021;U65910TN1989PLC017021;U65910TN1989PTC017021
ORANGE FISH ENTERTAINMENT PRIVATE LIMITED,U74300MH1991PTC061090,HIGHLIGHT PUBLICITY PRIVATE LIMITED;ORANGE FISH ENTERTAINMENT PRIVATELIMITED,
HIGHPOINT TRADING COMPANY PRIVATE LIMITED,U51909MH2005PTC153814,Highpoint Trading Company Private Limited;HIGHPOINT TRADING COMPANY PRIVATELIMITED,
HIGHRADIUS TECHNOLOGIES PRIVATE LIMITED,U72200TG2007PTC054122,HighRadius Technologies Private Limited,U72200AP2007PTC054122
HIGHSTREET CRUISES AND ENTERTAINMENT PRIVATE LIMITED.,U51109MH2006PTC159793,Highstreet Cruises and Entertainment Private Limited.;HIGHSTREET CRUISES AND ENTERTAINMENT PRIVATE LIMTED.;HIGHSTREET CRUISES AND ENTERTAINMENTPRIVATE LIMITED.;HIGHSTREET MULTITRADE PRIVATE LIMITED,
EVYAVAN MERCANTILE PRIVATE LIMITED,U51909MH2005PTC154967,HIGHSTREET MERCANTILE COMPANY PRIVATE LIMITED;HIGHSTREET MERCANTILE COMPANY PRIVATELIMITED,
HIGHTECH ENERGY FEEDS (INDIA) PRIVATE LIMITED,U15339PN2000PTC134739,HIGHTECH ENERGY FEEDS (INDIA) PRIVATELIMITED;HIGHTECH ENERGY FEEDS INDIA PRIVATE LIMITED,
HIGHWAY CONCESSIONS ONE PRIVATE LIMITED,U45200MH2010PTC208056,Highway Concessions One Private Limited;PIRAMAL ROADS INFRA PRIVATE LIMITED,
HIGHWAY INDUSTRIES LIMITED,U00000PB1971PLC003012,HIGHWAY CYCLE INDUSTRIES LTD,
HIGHWAY INFRASTRUCTURE LIMITED,U45203MP2006PLC018398,HIGHWAY INFRASTRUCTURE PRIVATE LIMITED,U45203MP2006PTC018398
ARETE SERVICES PRIVATE LIMITED,U60231GJ1990PTC013617,HIGHWAY SERVICES PRIVATE LIMITED,
HIKAL LIMITED,L24200MH1988PTC048028,HIKAL CHEMICAL INDUSTRIES LTD,
HILDEN PACKAGING MACHINES PRIVATE LIMITED,U29195MH1983PTC029123,HILDEN PACKAGING MACHINES PRIVATELIMITED,
HILL CREST HOTELS AND RESORTS PRIVATE LIMITED,U55101MH2011PTC225442,HILL CREST RESORT  SPA PRIVATE LIMITED;HILL CREST RESORT & SPA PRIVATE LIMITED,
HILL INTERNATIONAL PROJECT MANAGEMENT (INDIA) PRIVATE LIMITED,U74200HR2009PTC055496,HILL INTERNATIONAL PROJECT MANAGEMENT INDIA PRIVATE LIMITED;HILL INTERNATIONAL PROJECT MANAGEMENT(INDIA) PRIVATE LIMITED,U74200KL2009PTC024723
BOS NATURAL FLAVORS PRIVATE LIMITED,U15495KL2001PTC014502,HILL TOP EXTRACTS PRIVATE LIMITED,
HILL QUEEN IMPEX PVT LTD,U51909WB2006PTC107761,HILL UEEN IMPEX PVT LTD,
HILL VIEW BONDED WAREHOUSE PRIVATE LIMITED,U63021AS1998PTC005597,HILL VIEW BONDED WAREHOUSE PRIVATELIMITED,
HILL-BROW METALLICS & CONSTRUCTION PRIVATE LIMITED,U26960CT2004PTC017091,HILL-BROW METALICS PRIVATE LIMITED;HILL-BROW METALLICS  CONSTRUCTION PRIVATE LIMITED;HILL-BROW METALLICS & CONSTRUCTIONPRIVATE LIMITED,
HILLER DECANTERS (INDIA) PRIVATE LIMITED,U36999WB2002PTC095360,HILLER DECANTERS INDIA PRIVATE LIMITED,
LAKEFOREST WINES PRIVATE LIMITED,U51909DL2005PTC139231,HILLSTONE IMPEX PRIVATE LIMITED,
STARBIGBLOC BUILDING MATERIAL LIMITED,U26950GJ2012PLC070354,HILLTOP CONCRETE PRIVATE LIMITED;STARBIGBLOC BUILDING MATERIAL PRIVATE LIMITED;STARBIGBLOC BUILDING MATERIAL PRIVATELIMITED,U26950GJ2012PTC070354
OBEROI MALL LIMITED,U45202MH2001PLC132119,HILLTOP CONSTRUCTIONS PRIVATE LIMITED;OBEROI MALL PRIVATE LIMITED,
HILLWAYS CONSTRUCTION COMPANY PRIVATE LIMITED,U65993UR1996PTC000283,HILLWAYS CONSTRUCTION COMPANY PRIVATELIMITED;STAR PORTFOLIO PRIVATE LIMITED,
HILTI TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,U72900PN2020FTC192447,HILTI TECHNOLOGY SOLUTIONS INDIA PRIVATELIMITED,
HILTON HOTEL MANAGEMENT SERVICES PRIVATE LIMITED,U55101DL2007FTC165434,Hilton Hotel Management Services Private Limited;HILTON HOTEL MANAGEMENT SERVICES PRIVATELIMITED,
HPM CHEMICALS AND FERTILIZERS LIMITED,U15313DL1985PLC021149,HIM PULVERISING MILLS LTD,
POTLURI LABORATORIES PRIVATE LIMITED,U24233TG1993PTC015678,HIMA FARMS PVT LTD,
HAL OFFSHORE LIMITED,U24298MH1996PLC393083,HIMACHAL ALKALIES LTD,U24298DL1996PLC083879;U24298DL1996PLC375526;U24298MH1996PLC310098
HAL OFFSHORE LIMITED,U24298MH1996PLC393083,HIMACHAL ALKALIES LTD,U24298DL1996PLC083879;U24298DL1996PLC375526;U24298MH1996PLC310098;U24298UP1996PLC222222
JSW HYDRO ENERGY LIMITED,U40101HP2014PLC000681,HIMACHAL BASPA POWER COMPANY LIMITED,
EXICOM TELE-SYSTEMS LIMITED,L64203HP1994PLC014541,HIMACHAL EXICOM COMMUNICATIONS LIMITED,U64203HP1994PLC014541
HFCL LIMITED,L64200HP1987PLC007466,HIMACHAL FUTURISTIC COMMUNICATIONS LIMITED;HIMACHAL FUTURISTIC COMMUNICATIONSLIMITED,
ZEON LIFESCIENCES LIMITED,U15209HP1987PLC007355,HIMACHAL MILK SPECIALITIES LIMITED.;MAHAAN DAIRIES LIMITED,
HIMACHAL PRADESH STATE INDUSTRIAL DEVELOPMENT CORP LTD,U70109HP1966SGC002683,HIMACHAL PRADESH MINERAL AND INDUSTRIAL DEVL. CORP N. LTD;HIMACHAL PRADESH STATE INDUSTRIALDEVELOPMENT CORP LTD,
HIMACHAL PRADESH POWER CORPORATION LIMITED,U40101HP2006SGC030591,HIMACHAL PRADESH POWER COPORATION LIMITED;HIMACHAL PRADESH POWER CORPORATIONLIMITED,
HIMACHAL PRADESH ROAD AND OTHER INFRASTRUCTURE DEVELOPMENT CORPN LTD,U45203HP1999SGC022670,HIMACHAL PRADESH ROAD AND OTHER INFRASTRUCTURE DEV ELOPMENT CORPN LTD;HIMACHAL PRADESH ROAD AND OTHERINFRASTRUCTURE DEVELOPMENT CORPN LTD,
HIMACHAL PRADESH STATE CIVIL SUPPLIES CCORPORATION LTD,U99999HP1980SGC004263,HIMACHAL PRADESH STATE CIVIL SUPPLIESCCORPORATION LTD,
HIMACHAL PRADESH STATE ELECTRICITY BOARD LIMITED,U40109HP2009SGC031255,Himachal Pradesh State Electricity Board Limited,
HIMADRI SPECIALITY CHEMICAL LIMITED,L27106WB1987PLC042756,HIMADRI CASTINGS PVT LTD;HIMADRI CHEMICALS  INDUSTRIES LTD;HIMADRI CHEMICALS & INDUSTRIES LTD,
RELIANCE PROLIFIC TRADERS PRIVATE LIMITED,U51100MH2005PTC302788,HIMADRI ENTERPRISES PRIVATE LIMITED;RELIANCE PROLIFIC TRADERS PRIVATELIMITED,U51100GJ2005PTC046464
VIRAKI BROTHERS FOODS PRIVATE LIMITED,U15136MH1995PTC088963,HIMADRI FOODS LIMITED;HIMADRI FOODS PRIVATE LIMITED;VIRAKI BROTHERS FOODS LIMITED,U15136MH1995PLC088963
HIMACHAL PRADESH CRICKET ASSOCIATION,U92411HP2005NPL031707,HIMALA,
HIMALAYA DARSHAN DEVELOPERS (GUJARAT) PRIVATE LIMITED,U45201GJ2004PTC043989,HIMALAYA DARSHAN DEVELOPERS (GUJARAT)PRIVATE LIMITED;HIMALAYA DARSHAN DEVELOPERS GUJARAT PRIVATE LIMITED,
MNS CORPORATION PRIVATE LIMITED,U45201RJ2004PTC019036,HIMALAYA DURACON (INDIA) PRIVATE LIMITED,
HIMALAYA FOOD INTERNATIONAL LIMITED,L70102DL1992PLC047399,HIMALAYA INTERNATIONAL LIMITED;HIMALYA CEMENTS & CALCIUM CARBONATE LTD;HIMALYA INTERNATIONAL LIMITED,L51909DL1992PLC047399
MIRAJ MULTI COLOUR PRIVATE LIMITED,U22121RJ1995PTC009437,HIMALAYA OFFSET PRINTERS PVT. LTD.;MAHIMA MULTI COLOUR PRIVATE LIMITED,
HIMALAYA STEEL MILL SERVICES PRIVATE LIMITED,U74900JH2009PTC000689,Himalaya Steel Mill Services Private Limited;HIMALAYA STEEL MILL SERVICES PRIVATELIMITED,
HIMALICK HERBO HEALTHCARE PRIVATE LIMITED,U85300UR2009PTC032916,HIMALICK HERBO HEALTHCARE PRIVATELIMITED;PATANJALI TAILAM PRIVATE LIMITED,
HIMALYAPUTRA AVIATION LIMITED,U62200DL2011PLC222727,Himalyaputra Aviation Limited,
EMAMI LIMITED,L63993WB1983PLC036030,HIMANI LTD.,
HIMANSHU APPARELS PRIVATE LIMITED,U51311DL1999PTC099131,HIMANSHU APPARELS (JR.) PVT. LTD.,
ALPS COMMUNICATION PRIVATE LIMITED,U65990HR1997PTC057612,HIMANSHU MEHTA FINANCE AND INVESTMENT PRIVATE LIMI TED,U65990MH1997PTC107032
HIMAVAT POWER PRIVATE LIMITED,U40100TG2005PTC045449,HIMAVAT POWER LIMITED,U40100AP2005PTC045449;U40100TG2005PLC045449
HIMCON ENGINEERS (INDIA) PRIVATE LIMITED,U45201DL2002PTC117961,HIMCON ENGINEERS INDIA PRIVATE LIMITED,
HIMGIRI AUTO (INDIA) PRIVATE LIMITED,U50102DL1995PTC071529,HIMGIRI AUTO INDIA PRIVATE LIMITED;JSH ELECTRONICS PRIVATE LIMITED,
HIMGIRI CASTINGS PVT LTD,U51909WB1992PTC054180,HIMGIRI TRADING AND COMMERCIAL PVT LTD.,
HIMILE MOLDS (INDIA) PRIVATE LIMITED,U35116GJ2016FTC085820,HIMILE MOLDS INDIA PRIVATE LIMITED,
ALPINE CAPITAL SERVICES LIMITED.,U74899DL1993PLC051901,HIMSIKHA FINANCE AND INVESTMENT LTD,L74899DL1993PLC051901
DLF HOMES PANCHKULA PRIVATE LIMITED,U45400HR2007PTC038443,HINA BUILDCON PRIVATE LIMITED,
HINCON FINANCE LTD.,U67120MH1992PLC066854,Hincon Finance Ltd.;HINDUSTAN FINVEST LIMITED,
HIND ELASTOMERS PRIVATE LIMITED,U34100MH1992PTC068200,HIND AUTOMOUNT (BOMBAY) PVT.LTD.,
HIND ENERGY AND COAL BENEFICATION (INDIA) LIMITED,U04010WB2005PLC132889,HIND ENERGY AND COAL BENEFICATION (INDIA) PRIVATE LIMITED;HIND ENERGY AND COAL BENEFICATION INDIA LIMITED;HIND ENERGY AND COAL BENEFICATION(INDIA) LIMITED,U04010CT2005PLC015678
HIND FILTERS PRIVATE LIMITED,U29197MH1973PTC016973,HIND FILTERS LIMITED,U29197MH1973PLC016973
HINDYS LAB PRIVATE LIMITED,U24100TG2007PTC055636,HIND LIFE SCIENCE PRIVATE LIMITED;HIND LIFE SCIENCES PRIVATE LIMITED;HYCHEM LABORATARIES PRIVATE LIMITED,U24100AP2007PTC055636
HIND MUNDRA TERMINALS PRIVATE LIMITED,U74120MH2012PTC227469,Hind Mundra Terminals Private Limited,
HIND OFFSHORE PRIVATE LIMITED,U74999MH1990PTC055743,HIND OFFSHORE MANAGEMENT SERVICES PVT LTD,
THE HIND SAMACHAR LTD,U22121PB1949PLC001529,HIND SAMACHAR LTD,
HINDCON CHEMICALS LIMITED,L24117WB1998PLC087800,HIND SILICATES PRIVATE LIMITED;HINDCON CHEMICALS PRIVATE LIMITED,U24117WB1998PLC087800
HIND HIGH VACUUM COMPANY PRIVATE LIMITED,U29120KA2001PTC028817,HINDHIVAC PRIVATE IMITED,
SKIDATA (INDIA) PRIVATE LIMITED,U72200MH2004PTC149816,HINDITRON CONSULTING SERVICES PRIVATE LIMITED;SKIDATA INDIA PRIVATE LIMITED,
MINDTECK (INDIA) LIMITED,L30007KA1991PLC039702,HINDITRON INFORMATICS LTD;MINDTECK INDIA LIMITED,
HINDON INDIA PRIVATE LIMITED,U24110UP1998PTC121176,HINDON CHEMISYNTH PRIVATE LIMITED;HINDON MARKETING COMPANY PRIVATE LIMITED,U24110DL1998PTC097655
MANGALAM GLOBAL ENTERPRISE LIMITED,L24224GJ2010PLC062434,HINDPRAKASH COLOURCHEM PRIVATE LIMITED;Mangalam Global Enterprise Private Limited;MANGALAM GLOBAL ENTERPRISE PRIVATELIMITED,U24224GJ2010PLC062434;U24224GJ2010PTC062434
MANGALAM WORLDWIDE LIMITED,L27100GJ1995PLC028381,HINDPRAKASH EXIM PRIVATE LIMITED;MANGALAM WORLDWIDE PRIVATE LIMITED;TEMCHEM EXPORTS PRIVATELIMITED,U27100GJ1995PLC028381;U27100GJ1995PTC028381;U51500GJ1995PTC028381
HINDUJA ENERGY (INDIA) LIMITED,U40105MH2008PLC189213,HINDUJA ENERGY INDIA LIMITED,
NDL VENTURES LIMITED,L65100MH1985PLC036896,HINDUJA FINANCE CORPORATION LIMITED;HINDUJA TMT LIMITED;HINDUJA VENTURES LIMITED;NXTDIGITAL LIMITED,L51900MH1985PLC036896
GULF OIL LUBRICANTS INDIA LIMITED,L23203MH2008PLC267060,HINDUJA INFRASTRUCTURE LIMITED,L23203TG2008PLC060190;U23203AP2008PLC060190
HINDUJA GLOBAL SOLUTIONS LIMITED,L92199MH1995PLC084610,HINDUJA TECHNOLOGIES LIMITED;HTMT GLOBAL SOLUTIONS LIMITED;HTMT TECHNOLOGIES LIMITED;TELE VIDEO COMMUNICATIONS INDIA LIMITED,
HINDUPUR STEEL & ALLOYS PRIVATE LIMITED,U27100KA2009PTC049915,Hindupur Steel  Alloys Private limited,
HINDUSTAN AGRO PRODUCTS LIMITED,U01403TG2009PLC111927,HINDUSTAN AGRO PRODUCTS PRIVATE LIMITED;REDDY AGRO PRODUCTS PRIVATE LIMITED,U01403AP2009PLC065424;U01403AP2009PTC065424
HINDUSTAN AQUA PRIVATE LIMITED,U65929DL1986PTC025956,HINDUSTAN AQUA LIMITED;HINDUSTAN CREDITS LIMITED,U65929DL1986PLC025956
HINDUSTAN CANDLE MANUFACTURING CO PVT LTD,U24200MH1983PTC030365,HINDUSTAN CANDLE MANUFACTURING CO PVTLTD,
NOVARTIS INDIA LIMITED,L24200MH1947PLC006104,HINDUSTAN CIBA GEIGY OF INDIA LTD.,
HINDUSTAN CLEANENERGY LIMITED,U40106DL2008PLC184260,Hindustan Cleanenergy Limited;MOSER BAER CLEAN ENERGY LIMITED,
HINDUSTAN COCA COLA HOLDINGS PRIVATE LIMITED,U74899DL1997FTC085304,HINDUSTAN COCA COLA HOLDINGS PRIVATELIMITED,
HINDUSTAN COCA-COLA BEVERAGES PRIVATE LIMITED,U74899HR1997PTC100334,HINDUSTAN COCA-COLA BEVERAGES PRIVATELIMITED;HINDUSTAN COCA-COLA BOTTLING SOUTHWEST PVT.LTD.,U74899DL1997PTC085151
HINDUSTAN COMMERCIAL INVESTMENT TRUST LIMITED,U67120DL1946PLC000997,HINDUSTAN COMMERCIAL INVESTMENT TRUSTLIMITED,L67120DL1946PLC000997
HINDUSTAN CYCLES AND TUBES PRIVATE LIMITED,U35921PB1980PTC004232,HINDUSTAN CYCLES AND TUBES PRIV LIMITED;HINDUSTAN CYCLES AND TUBES PRIVATELIMITED,
