company_name,cin,other_name,other_cin
TALEGAON INDUSTRIAL PARKS PRIVATE LIMITED,U45100MH2009PTC196008,HINDUSTAN ELECTRICITY GENERATION COMPANY PRIVATE L IMITED;HINDUSTAN ELECTRICITY GENERATION COMPANY PRIVATE LIMITED;NIDAR INDUSTRIAL PARK PUNE PRIVATE LIMITED;NIDAR INDUSTRIAL PARK PUNE PRIVATELIMITED;TALEGAON INDUSTRIAL PARKS PRIVATELIMITED,U40103MH2009PTC196008
POWSOL ADVISOORS LIMITED,U74210DL2008PLC184284,Hindustan EPC Company Limited;MOSER BAER ENGINEERING & CONSTRUCTIONS LIMITED,
HINDUSTAN FIBRE GLASS WORKS PRIVATE LIMITED,U74999WB2012PTC171683,HINDUSTAN FIBRE GLASS WORKS PRIVATELIMITED,
JK FILES & ENGINEERING LIMITED,U27104MH1997PLC105955,HINDUSTAN FILES LIMITED;JK FILES (INDIA) LIMITED;JK Files India Limited;RAYMOND STEEL LIMITED,
HINDUSTAN HARDY LIMITED,L29300MH1982PLC028498,HINDUSTAN HARDY SPICER LIMITED;XLO-GWB CARDAN SHAFTS LIMITED.,
HUBERGROUP INDIA PRIVATE LIMITED,U24220GJ1991PTC016598,HINDUSTAN INKS AND RESINS LTD.;Hubergroup India Private Limited;MICRO INKS LIMITED;MICRO INKS PRIVATE LIMITED,U24220GJ1991PLC016598
HUBERGROUP INDIA PRIVATE LIMITED,U24220GJ1991PTC016598,HINDUSTAN INKS AND RESINS LTD.;Hubergroup India Private Limited;MICRO INKS LIMITED;MICRO INKS PRIVATE LIMITED,U24220GJ1991PLC016598;U24220TN1991PTC192871
HIL (INDIA) LIMITED,U24211DL1954GOI002377,HINDUSTAN INSECTICIDES LTD,
HLL LIFECARE LIMITED,U25193KL1966GOI002621,HINDUSTAN LATEX LIMITED,
HINDUSTAN UNILEVER LIMITED,L15140MH1933PLC002030,HINDUSTAN LEVER LIMITED,
HINDUSTAN LOGISTICS PRIVATE LIMITED,U60200MH2009PTC196936,Hindustan Logistics private Limited,
HINDUSTAN MARBLE PRIVATE LIMITED,U14101GJ1958PTC000972,HINDUSTAN MARBLE PVT LTD;HINDUSTAN MARBLES PRIVATE LIMITED,
HINDUSTAN MEDIA VENTURES LIMITED,L21090BR1918PLC000013,Hindustan Media Ventures Limited;SEARCHLIGHT PUBLISHING HOUSE LIMITED,
HINDUSTAN MOTOR FINANCE CORPORATION LTD.,U34103WB1937PLC008866,HINDUSTAN MOTORS FINANCE CORPORATION LTD.,
HINDUSTAN OIL EXPLORATION COMPANY LIMITED,L11100GJ1996PLC029880,HINDUSTAN OIL EXPLORATION COMPANYLIMITED,
HINDUSTAN PENCILS PRIVATE LIMITED,U36991MH1955PTC009500,HINDUSTAN PENCILS LIMITED;HINDUSTAN PENCILS Private LIMITED,
BRAHMAPUTRA CARBON LIMITED,U23101AS1996PLC004751,HINDUSTAN POWER LIMITED.,
HINDUSTAN PRESTRESSED CONCRETE STRUCTURES PVT LTD,U74899DL1959PTC003046,HINDUSTAN PRESTRESSED CONCRETESTRUCTURES PVT LTD,
MKVENTURES CAPITAL LIMITED,L17100MH1991PLC059848,HINDUSTAN SANFORISERS LIMITED;IKAB SECURITIES AND INVESTMENT LIMITED,
AGI GREENPAC LIMITED,L51433WB1960PLC024539,HINDUSTAN SANITARY WARE & INDUSTRIES LTD;HSIL LIMITED,
MANAKSIA LIMITED,L74950WB1984PLC038336,HINDUSTAN SEALS LIMITED.,
HINDUSTAN STEELWORKS CONSTRUCTION LTD,U27310WB1964GOI026118,HINDUSTAN STEEL WORKS CONSTRUCTION LTD,
LUHARUKA MEDIA & INFRA LIMITED,L65100MH1987PLC044094,HINDUSTAN STOCKLAND LIMITED;Luharuka Media  Infra Limited;SPLASH MEDIA  INFRA LIMITED;SPLASH MEDIA & INFRA LIMITED;SPLASH MEDIAWORKS LIMITED,L45400MH1987PLC044094
HINDUSTAN SYRINGES AND MEDICAL DEVICES LIMITED,U74899DL1957PLC002834,HINDUSTAN SYRINGES AND MEDICAL DEVICESLIMITED,
HINDUSTAN THERMALPROJECTS LIMITED,U40102DL2008PLC179159,Hindustan Thermalprojects Limited;MOSER BAER POWER AND INFRASTRUCTURES LIMITED,
HINDUSTAN THOMPSON ADVERTISING LIMITED,U74999MH2019FLC323334,HINDUSTAN THOMPSON ADVERTISING PRIVATE LIMITED;HINDUSTAN THOMPSON ADVERTISING PRIVATELIMITED,U74999MH2019FTC323334
HINDUSTAN THOMPSON ASSOCIATES PRIVATE LIMITED,U99999MH1938PTC002771,HINDUSTAN THOMPSON ASSOCIATES PRIVATELIMITED,
HINDUSTAN WASTE TREATMENT PRIVATE LIMITED,U90002MH2014PTC255728,Hindustan Waste Treatment Private Limited;HINDUSTAN WASTE TREATMENT PRIVATELIMITED,
HINDUSTHAN CALCINED METALS PRIVATE LIMITED,U13209KA2003PTC032571,HINDUSTHAN CALCINED METALS PRIVATELIMITED,
HINDUSTHAN CONSULTANCY AND SERVICES LIMITED,U74140WB1980PLC221662,HINDUSTHAN CONSULTANCY AND SERVICESLIMITED;LAKSHMANGARH ESTATES AND TRADING COMPANY LIMITED.,U74140DL1980PLC010952
HINDUSTHAN ENGINEERING & INDUSTRIES LIMITED,U93000WB1998PLC086303,HINDUSTHAN ENGINEERING  INDUSTRIES LIMITED;HINDUSTHAN ENGINEERING & INDUSTRIESLIMITED;MALANPUR STEEL LTD,U27109WB1998PLC086303
HINDUSTHAN INFRASTRUCTURE PROJECTS & ENGINEERING PRIVATE LIMITED,U70109KA1993PTC014830,HINDUSTHAN INFRASTRUCTURE PROJECTS  ENGINEERING PRIVATE LIMITED;HINDUSTHAN INFRASTRUCTURE PROJECTS & ENGINEERING P RIVATE LIMITED;HINDUSTHAN INFRASTRUCTURE PROJECTS &ENGINEERING PRIVATE LIMITED;RAG CONSTRUCTION AND REAL ESTATE PRIVATE LIMITED,
HINDUSTHAN ISPAT PRIVATE LIMITED,U27101TG2011PTC073579,Hindusthan Ispat Private Limited,U27101AP2011PTC073579
HINDUSTHAN MISWACO LIMITED,U24231DL1985PLC426634,HINDUSTHAN MAGCOBAR CHEMICALS LTD,U24231GJ1985PLC007891
BHUMIKA PROJECTS LIMITED,U70200DL2015PLC287078,HINDUSTHAN PROJECTS LIMITED,
HINDUSTHAN URBAN INFRASTRUCTURE LIMITED,L31300DL1959PLC003141,HINDUSTHAN VIDYUT PRODUCTS LIMITED;INDIAN ALUMINIUM CABLES LTD,
HINES INDIA REAL ESTATE PRIVATE LIMITED,U74140DL2006PTC147013,Hines India Real Estates Private Limited,
PROCYON ADVISORS PRIVATE LIMITED,U74110MH1994PTC083389,HINGANGHAT FINANCE AND LEASING COMPANY PRIVATE LIM ITED;HINGANGHAT INFRASOLUTION PRIVATE LIMITED,U70100MH1994PTC083389
XRBIA HINJEWADI DEVELOPERS PRIVATE LIMITED,U45200DL2010PTC204015,HINJEWADI REALTY PRIVATE LIMITED;XRBIA HINJEWADI DEVELOPERS PRIVATELIMITED,
HINDUSTAN PHOSPHATES PRIVATE LIMITED,U24117MP1990PTC005831,HINUSTAN PHOSPHATES PVT LTD,
HIPE TRANSPORTATION INFRASTRUCTURE VENTURES PRIVATE LIMITED,U63031KA2006PTC040981,HIPE TRANSPORT VENTURES PRIVATE LIMITED;HIPE TRANSPORTATION INFRASTRUCTURE VENTURES PRIVAT E LIMITED;HIPE Transportation Infrastructure Ventures Private Limited;HIPE TRANSPORTATION INFRASTRUCTUREVENTURES PRIVATE LIMITED,
HIPOWER SUPPORT CENTRE PRIVATE LIMITED,U74900KA2014PTC074089,HiPower Support Centre Private Limited,
HIRA ELECTRO SMELTERS LIMITED,U27109AP2007PLC052498,HIRA ELECTRO SMELTERS PRIVATE LIMITED;RVR SMELTERS PRIVATE LIMITED,U27109AP2007PTC052498
HIRA POWER AND STEELS LIMITED,U24117CT1984PLC002512,HIRA GLOBAL POWER AND STEELS LIMITED;JAIN CARBIDES AND CHEMICALS LIMITED.,
HIRA INFRA-TEK LIMITED,U70100CT2008PLC020863,HIRA INFRA-TEK PRIVATE LIMITED;RAM REALMART PRIVATE LIMITED,
HIRA STEELS LIMITED,U27104CT1994PLC008555,HIRA ISPAT LIMITED,
POSCHO STEELS PRIVATE LIMITED,U51100MH1999PTC121425,HIRA MERCHANDISE PRIVATE LIMITED,
KOSOL ENERGIE PRIVATE LIMITED,U40100GJ2005PTC046983,HIRAMRUT ENERGIES PRIVATE LIMITED;KOSOL HIRAMRUT ENERGIES PRIVATE LIMITED,
HIRANANDANI CONSTRUCTIONS PRIVATE LIMITED,U45200MH1974PTC017872,HIRANANDANI CONSTRUCTIONS PRIVATELIMITED,
HIRETORY CONSULTANTS (OPC) PRIVATE LIMITED,U74999DL2017OPC314573,HIRETORY CONSULTANTS (OPC) PRIVATELIMITED,
HIRSCHVOGEL COMPONENTS INDIA PRIVATE LIMITED,U28112PN2009FTC134406,HIRSCHVOGEL COMPONENTS INDIA PRIVATELIMITED;HIRSCHVOGEL KALYANI INDIA PRIVATE LIMITED,
ANSH INFRATECH PRIVATE LIMITED,U45400MH2008PTC179285,HIT TELEVISION NETWORK PRIVATE LIMITED,
INDESCA COMMERCIAL LTD,L67120WB1982PLC035323,HITACHI (INDIA) LTD,
HITACHI ASTEMO RAJASTHAN BRAKE SYSTEMS PRIVATE LIMITED,U50500HR2006PTC114697,HITACHI ASTEMO RAJASTHAN BRAKE SYSTEMSPRIVATE LIMITED;NISSIN BRAKE INDIA PRIVATE LIMITED.,U50500HR2006PTC036360;U50500RJ2006PTC066824
HITACHI ASTEMO CHENNAI PRIVATE LIMITED,U29253HR2012FTC114098,HITACHI AUTOMOTIVE SYSTEMS (INDIA) PRIVATE LIMITED;HITACHI AUTOMOTIVE SYSTEMS (INDIA)PRIVATE LIMITED;HITACHI AUTOMOTIVE SYSTEMS INDIA PRIVATE LIMITED,U29253DL2012FTC234810;U29253TN2012FTC096838
HITACHI VANTARA SOFTWARE SERVICES INDIA PRIVATE LIMITED,U72200TG1992PTC014347,HITACHI CONSULTING SOFTWARE SERVICES INDIA LIMITED;HITACHI CONSULTING SOFTWARE SERVICES INDIA Private Limited;HITACHI CONSULTING SOFTWARE SERVICESINDIA PRIVATE LIMITED;HITACHI VANTARA SOFTWARE SERVICES INDIAPRIVATE LIMITED;SIERRA ATLANTIC SOFTWARE SERVICES LIMITED;SIERRA OPTIMA LIMITED,U72200AP1992PTC014347
HITACHI DATA SYSTEMS INDIA PRIVATE LIMITED,U72900MH2004PTC182169,HITACHI DATA SYSTEMS INDIA PRIVATELIMITED,
HITACHI INDIA PRIVATE LIMITED,U52190DL1997PTC085419,HITACHI INDIA TRADING PRIVATE LIMITED,
HIKOKI POWER TOOLS INDIA PRIVATE LIMITED,U31900KA1996PTC020380,HITACHI KOKI INDIA LIMITED;HITACHI KOKI INDIA Private Limited,U31900KA1996PLC020380
PROTERIAL (INDIA) PRIVATE LIMITED,U27106DL2006PTC145552,HITACHI METALS (INDIA) PRIVATE LIMITED;HITACHI METALS (INDIA) PRIVATE LIMITED 100% FOR. SUB.CO;HITACHI METALS (INDIA) PRIVATE LIMITED100% FOR. SUB.CO;HITACHI METALS INDIA PRIVATE LIMITED 100 for. sub.co,
HITACHI SOLUTIONS INDIA PRIVATE LIMITED,U72200TN2001PTC122050,Hitachi Solutions India Private Limited;IGNIFY SOFTWARE PRIVATE LIMITED;Z SYNDICATE SOFTWARE PRIVATE LIMITED,U72200PN2001PTC016412;U72200TN2001PTC122050;U74999TN2013FTC091536
HITACHI SYSTEMS INDIA PRIVATE LIMITED,U74899DL1993PTC056168,HITACHI SYSTEMS MICRO CLINIC PRIVATE LIMITED;HITACHI SYSTEMS MICRO CLINIC PRIVATELIMITED;MICRO CLINIC INDIA PRIVATE LIMITED,
HITACHI TERMINAL SOLUTIONS INDIA PRIVATE LIMITED,U29200KA2015FTC083635,Hitachi Terminal Solutions India Private Limited;HITACHI TERMINAL SOLUTIONS INDIA PRIVATELIMITED,
HITACHI ZOSEN INDIA PRIVATE LIMITED,U74900HR2011FTC042841,Hitachi Zosen India Private Limited,
HITECH COMPETENT BUILDERS PRIVATE LIMITED,U45201RJ2004PTC019898,HITECH COMPETENT BUILDERS PRIVATELIMITED,U27104RJ2004PTC019898
HITECH COMPETENT BUILDERS PRIVATE LIMITED,U45201RJ2004PTC019898,HITECH COMPETENT BUILDERS PRIVATELIMITED,
HITECH ENGINEERING CORPORATION INDIA PRIVATE LIMITED,U74200PN2008PTC132311,HITECH ENGINEERING CORPORATION INDIA PRIVATE LIMTED;HITECH ENGINEERING CORPORATION INDIAPRIVATE LIMITED,
HITECH HOUSING DEVELOPMENT PRIVATE LIMITED,U45400WB2010PTC142821,HITECH HOUSING DEVELOPMENT PRIVATELIMITED,
HITECH PROPERTY DEVELOPERS PRIVATE LIMITED,U74899DL1988PTC030943,HITECH PROPERTY DEVELOPERS PRIVATELIMITED;HITECH PROPERTY DEVELOPERS PVT LTD,
JUBILANT INDUSTRIES LIMITED,L24100UP2007PLC032909,HITECH SHIKSHA LIMITED;HITECH SHIKSHA PRIVATE LIMITED;Jubilant Industries Limited,
HIVEMINDS INNOVATIVE MARKET SOLUTIONS PRIVATE LIMITED,U74130MH2010PTC326971,HIVEMINDS INNOVATIVE MARKET SOLUTIONS PRIVATE LIMI TED;HIVEMINDS INNOVATIVE MARKET SOLUTIONSPRIVATE LIMITED,U74130KA2010PTC056053
RABWIN INDUSTRIES PRIVATE LIMITED,U72501TZ2000PTC009485,HIWIN TECHNOLOGIES INDIA PRIVATE LIMITED,
HK DEALERS PRIVATE LIMITED,U74900MH2011PTC220719,HK Dealers Private Limited,
HK WENTWORTH (INDIA) PRIVATE LIMITED,U72300TN2012FTC163099,HK WENTWORTH INDIA PRIVATE LIMITED,U72300MH2012FTC232990
HLL BIOTECH LIMITED,U24290KL2012GOI030732,HLL Biotech Limited,
HLL INFRA TECH SERVICES LIMITED,U45200KL2014GOI036617,HLL Infra Tech Services Limited,
HMM INFRA LIMITED,U28990CH1996PLC019004,HMM COACHES LIMITED,
TIRUPATI SUGARS LIMITED,U15423DL1979PLC404229,HMP SUGARS LTD.,U15423WB1979PLC032152
HMSHOST HOSPITALITY SERVICES BHARATH PRIVATE LIMITED,U55101KA2013PTC068366,HMSHost Hospitality Services Bharath Private Limited;HMSHOST HOSPITALITY SERVICES BHARATH PRIVATE LIMTED;HMSHOST HOSPITALITY SERVICES BHARATHPRIVATE LIMITED,
HMSHOST SERVICES INDIA PRIVATE LIMITED,U74999KA2006PTC041137,HMSHost SERVICES INDIA PRIVATE LIMITED,
HMSU ROLLERS (INDIA) PRIVATE LIMITED,U29130GJ2012PTC068828,HMSU ROLLERS INDIA PRIVATE LIMITED,
HN SAFAL INFRA SPACE PRIVATE LIMITED,U45100GJ2011PTC065102,HN SAFAL FACILITIES MANAGEMENT PRIVATE LIMITED;HN SAFAL FACILITIES MANAGEMENT PRIVATELIMITED,U70102GJ2011PTC065102
HN SAFAL GOYAL INFRA REALTY PRIVATE LIMITED,U45201GJ2007PTC051639,HN SAFAL GOYAL INFRA REALTY PRIVATELIMITED;S.G.V. INFRASTRUCTURE PRIVATE LIMITED,
HN SAFAL INFRA DEVELOPERS PRIVATE LIMITED,U45205GJ2015PTC083783,HN SAFAL INFRA DEVELOPERS PRIVATELIMITED;SAFAL INFRA-DEVELOPERS PRIVATE LIMITED,
SISECAM FLAT GLASS INDIA PRIVATE LIMITED,U26101GJ2006PTC113291,HNG FLOAT GLASS LIMITED.;SISECAM FLAT GLASS INDIA LIMITED,U26101WB2006PLC111182;U26101WB2006PTC111182
GOLD STAR POWDERS PRIVATE LIMITED,U51909TN2001PTC047218,HOBEN INDIA PRIVATE LIMITED,
HODEK VIBRATION TECHNOLOGIES PRIVATE LIMITED,U29112MH1976PTC019035,HODEK ENGINEERING WORKS PVT.LTD;HODEK VIBRATION TECHNOLOGIES PRIVATELIMITED,
MIBA DRIVETEC INDIA PRIVATE LIMITED,U34300PN2007PTC130110,HOERBIGER DRIVE TECHNOLOGY INDIA PRIVATE LIMITED;Miba Drivetec India Private Limited,
HOFINCONS INFOTECH & INDUSTRIAL SERVICES PRIVATE LIMITED,U72900KA1978PTC076989,HOFINCONS INDUSTRIAL SERVICES LIMITED;HOFINCONS INFOTECH  INDUSTRIAL SERVICES PRIVATE LIMITED;HOFINCONS INFOTECH & INDUSTRIAL SERVICES PRIVATE L IMITED,U72900TN1978PTC007449
HOGANAS INDIA PRIVATE LIMITED,U27109PN1986FTC040525,HOGANAS INDIA LTD.;HOGANAS INDIA Private Limited,
HOGER OFFSHORE AND MARINE PRIVATE LIMITED,U74900MH2015PTC265775,HOGER OFFSHORE AND MARINE PRIVATELIMITED,
HOHOBA PRODUCTS PVT. LTD.,U01122RJ1985PTC003211,HOHABA PRODUCTS PVT. LTD.,
HOHENSTEIN INDIA PRIVATE LIMITED,U74140MH2006PTC161482,Hohenstein India Private Limited,
HOISTO STRUCTURE AND EQUIPMENT PRIVATE LIMITED,U28111MP2003PTC016042,HOISTO STRUCTURE AND EQUIPMENT PRIVATELIMITED;HOISTO STRUCTURES AND EQUIPMENTS PRIVATE LIMITED,
HOLCIM (INDIA) PRIVATE LIMITED,U26943DL2002PTC116851,HOLCIM INDIA PRIVATE LIMITED,
HOLCIM SERVICES (SOUTH ASIA) LIMITED,U72200MH2006PLC161092,HOLCIM IT SERVICES (SOUTH ASIA PRIVATE LIMITED;HOLCIM SERVICES (SOUTH ASIA) PRIVATE LIMITED;HOLCIM SERVICES SOUTH ASIA LIMITED,
HB ESMECH PRIVATE LIMITED,U99999MH1970PTC014872,HOLLOW BLOCK MFG.CO.PVT.LTD.,
HOLLYHOCK INFRASTRUCTURES PRIVATE LIMITED,U45200BR2008PTC014003,HOLLYHOCK INFRASTRUCTURES PRIVATELIMITED;MAA TARA CHANDI ENGICON PRIVATE LIMITED,
TRAVEAZY TECHNOLOGIES PRIVATE LIMITED,U62099PN2013PTC147908,HOLZOO ONLINE NETWORKS PRIVATE LIMITED,U72200PN2013PTC147908
HOMBALE CONSTRUCTIONS AND ESTATES PRIVATE LIMITED,U45203KA2014PTC075372,HOMBALE CONSTRUCTIONS AND ESTATESPRIVATE LIMITED,
HOME FIRST FINANCE COMPANY INDIA LIMITED,L65990MH2010PLC240703,HOME FIRST FINANCE COMPANY INDIA PRIVATE LIMITED,U65990MH2010PLC240703;U65990MH2010PTC240703
HDFC SALES PRIVATE LIMITED,U65920MH2004PTC144182,HOME LOAN SERVICES INDIA PRIVATE LIMITED,
HOMECRAFT DEVELOPERS AND FARMS PRIVATE LIMITED,U70109MH2021PTC360718,HOMECRAFT DEVELOPERS AND FARMS PRIVATELIMITED,
HOMEMADE BAKERS (INDIA) LIMITED,U74899DL1995PLC071130,HOMEMADE BAKERS INDIA LIMITED,
HOMERA TANNING INDUSTRIES PRIVATE LIMITED,U19129UP1987PTC009008,HOMERA TANNING INDUSTRIES PRIVATELIMITED,
HONASA CONSUMER LIMITED,L74999DL2016PLC306016,HONASA CONSUMER PRIVATE LIMITED,L74999DL2016PLC306016;U74999DL2016PLC306016;U74999DL2016PTC306016
HONASA CONSUMER LIMITED,L74999DL2016PLC306016,HONASA CONSUMER PRIVATE LIMITED,U74999DL2016PLC306016;U74999DL2016PTC306016
HONASA CONSUMER LIMITED,L74999DL2016PLC306016,HONASA CONSUMER PRIVATE LIMITED,U74999DL2016PTC306016;U74999DL2016PLC306016
HONAVAR ELECTRODES PRIVATE LIMITED,U31909MH1992PTC066971,HONAVAR ELECTRODES LIMITED;HONAVAR ELECTRODES Private LIMITED,
HONDA LOGISTICS INDIA PRIVATE LIMITED,U34300DL2005PTC136703,HONDA EXPRESS LOGISTICS INDIA PRIVATE LIMITED;Honda Logistics India Private Limited,
HONDA MOTORCYCLE AND SCOOTER INDIA PVT LTD,U35912HR2001PTC034649,HONDA MOTORCYCLE AND SCOOTER INDIA PVTLTD,
HONDA R&D (INDIA) PRIVATE LIMITED,U51202HR2003PTC035129,HONDA RD INDIA PRIVATE LIMITED,
HONDA CARS INDIA LIMITED,U15114UP1995PLC099377,HONDA SIEL CARS INDIA LIMITED,U15114DL1995PLC203983
HONDA INDIA POWER PRODUCTS LIMITED,L40103DL2004PLC203950,HONDA SIEL POWER PRODUCTS LIMITED,
HONDA TRADING CORPORATION INDIA PRIVATE LIMITED,U51909DL2005PTC135750,HONDA TRADING CORPORATION INDIA PRIVATELIMITED,
FAVORICH MARK PRIVATE LIMITED,U01543KA2003PTC032267,HONEY DUKES CLASSIQE PRIVATE LIMITED,
SIGNATURE INTERNATIONAL FOODS INDIA PRIVATE LIMITED,U15490MH2009PTC192372,HONEYTOP SPECIALITY FOODS (INDIA) PRIVATE LIMITED;SIGNATURE INTERNATIONAL FOODS INDIA PRIVATE LIMITE D;Signature International Foods India Private Limited;SIGNATURE INTERNATIONAL FOODS INDIAPRIVATE LIMITED,
HONEYWELL ELECTRICAL DEVICES AND SYSTEMS INDIA LIMITED,U31901TN1984PLC011107,HONEYWELL ELECTRICAL DEVICES AND SYSTEMS INDIA LIM ITED;MK ELECTRIC INDIA LTD;NOVAR INDIA LIMITED,
HONEYWELL HOMETOWN SOLUTIONS INDIA FOUNDATION,U85100DL2014NPL269717,Honeywell Hometown Solutions India Foundation;HONEYWELL HOMETOWN SOLUTIONS INDIAFOUNDATION,
HONEYWELL INTERNATIONAL (INDIA) PRIVATE LIMITED,U74899DL1995PTC071592,HONEYWELL INTERNATIONAL (INDIA) PRIVATELIMITED;HONEYWELL INTERNATIONAL INDIA PRIVATE LIMITED;RIGHT CHOICE INDIA PVT. LTD.,
HONEYWELL TECHNOLOGY SOLUTIONS LAB PRIVATE LIMITED,U72200KA1994FTC016379,HONEYWELL TECHNOLOGY SOLUTIONS LABPRIVATE LIMITED,
H-ONE INDIA PRIVATE LIMITED,U73200UP1997PTC023702,HONGO INDIA PRIVATE LIMITED,
LINGDAO MOBILES INDIA PRIVATE LIMITED,U51909WB2015PTC206422,HONGTU MOBILES PRIVATE LIMITED;OPPO MOBILES WEST BENGAL PRIVATE LIMITED,
HOOGHLY ALLOY & STEELS CO. PRIVATE LIMITED,U27106WB2004PTC099838,HOOGHLY ALLOY  STEELS CO. PRIVATE LIMITED;HOOGHLY ALLOY & STEELS CO. PRIVATELIMITED,
HOOGHLY DOCK & PORT ENGINEERS LIMITED,U63032WB1984SGC037662,HOOGHLY DOCK  PORT ENGINEERS LIMITED,
BOROSIL LIMITED,L36100MH2010PLC292722,HOPEWELL TABLEWARE LIMITED;HOPEWELL TABLEWARE PRIVATE LIMITED,U26913MH2010PLC292722;U26913MH2010PTC292722;U26913RJ2010PTC033403;U36100MH2010PLC292722
OASIS DISTILLERIES LIMITED,U15549MP1987PLC003859,HORIZO,
HORIZON AEROSPACE (INDIA) PRIVATE LIMITED,U63033DL2006PTC145688,HORIZON AEROSPACE (INDIA) PRIVATELIMITED;HORIZON AEROSPACE INDIA PRIVATE LIMITED;HORIZON AIRCRAFT MAINTENANCE PRIVATE LIMITED,
WEST COAST FROZEN FOODS PVT. LTD.,U15120GJ2005PTC095804,HORIZON FISH PRODUCTS PRIVATE LIMITED,U15120MH2005PTC152333
HORIZON OUTSOURCE SOLUTIONS PRIVATE LIMITED,U74110MH2011PTC215172,HORIZON OUTSOURCE SOLUTIONS PRIVATELIMITED,U72900MH2011PTC215172
HORIZON POLYMER ENGINEERING PRIVATE LIMITED,U29259GJ1981PTC004456,HORIZON POLYMER ENGINEERING PRIVATELIMITED;RESISTOLINE INDIA PVT LTD,
HORIZONSTAR SHIPPING AGENCY PRIVATE LIMITED,U74999UP2011PTC044911,HORIZONSTAR SHIPPING AGENCY PRIVATELIMITED,
HORIZONTAL INTEGRATION INDIA PRIVATE LIMITED,U74900GJ2013FTC092135,HORIZONTAL INDIA PRIVATE LIMITED;HORIZONTAL INTEGRATION INDIA PRIVATELIMITED,U74900MH2013FTC245889
HOSCH EQUIPMENT (INDIA) LTD,U25192WB1991PLC052259,HOSCH EQUIPMENT (INDIA) PVT LTD;HOSCH EQUIPMENT INDIA LTD,
HOSHIYAR SINGH SURESH CHANDRA SAREES PRIVATE LIMITED,U74899DL1995PTC065493,HOSHIYAR SINGH SURESH CHANDRA SAREESPRIVATE LIMITED,
PFIZER HEALTHCARE INDIA PRIVATE LIMITED,U24232TN2009PTC073563,Hospira Healthcare India Private Limited;OJAS PHARMACEUTICALS INDIA PRIVATE LIMITED,
HSCC (INDIA) LIMITED,U74140DL1983GOI015459,HOSPITAL SERVICES CONSULTANCY CORPORATION (INDIA) LIMITED;HOSPITAL SERVICES CONSULTANCY CORPORATION (INDIA) LTD;HOSPITAL SERVICES CONSULTANCY CORPORATION INDIA LIMITED;HOSPITAL SERVICES CONSULTANCYCORPORATION (INDIA) LIMITED,
KHR HOSPITALITY INDIA LIMITED,U55101WB1988PLC095941,HOSPITALITY RESORTS LIMITED,
PLANFUL SOFTWARE INDIA PRIVATE LIMITED,U72200TG2001PTC036607,HOST ANALYTICS SOFTWARE PRIVATE LIMITED,U72200AP2001PTC036607
HOSUR COIR FOAMS PRIVATE LIMITED,U01300TZ1989PTC002484,HOSUR COIR FARMS PRIVATE LIMITED,
JAZZ CINEMAS PRIVATE LIMITED,U74900TN2005PTC057405,HOT WHEELS ENGINEERING PRIVATE LIMITED,U34300TN2005PTC057405
HLV LIMITED,L55101MH1981PLC024097,HOTEL LEELAVENTURE LIMITED,
HOTEL SURBHI PALACE INDIA PRIVATE LIMITED,U55101UR1986PTC008110,HOTEL NIVESH PRIVATE LIMITED;HOTEL SURBHI PALACE INDIA PRIVATELIMITED,
RISHAV SHELTERS PRIVATE LIMITED,U55101UP1993PTC015451,HOTEL POLESTAR PRIVATE LIMITED,
HOTEL RATANADA INTERNATIONAL PRIVATE LIMITED,U55101RJ1978PTC001784,HOTEL RATANADA INTERNATIONAL PRIVATELIMITED,
HOTFOOT TECHNOLOGY SOLUTIONS PRIVATE LIMITED,U72900TN2016PTC165978,HOTFOOT TECHNOLOGY SOLUTIONS PRIVATELIMITED,U72900KA2016PTC097505
NEW SPICE SALES AND SOLUTIONS LIMITED,U32201DL1988PLC399032,HOTSPOTS RETAILS LIMITED;HOTSPOTS RETAILS PRIVATE LIMITED;SPICE RETAIL LIMITED,U32201HP1988PLC008020
PEARL GLOBAL INDUSTRIES LIMITED,L74899DL1989PLC036849,HOUSE OF PEARL FASHIONS LIMITED.;HOUSE OF PEARL FASHIONS PRIVATE LIMITED.;MINA ESTATES PVT.LTD.;Pearl Global Industries Limited,L74899HR1989PLC140150
PEARL GLOBAL INDUSTRIES LIMITED,L74899DL1989PLC036849,HOUSE OF PEARL FASHIONS LIMITED.;HOUSE OF PEARL FASHIONS PRIVATE LIMITED.;MINA ESTATES PVT.LTD.;Pearl Global Industries Limited,
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,L74899DL1970GOI005276,HOUSING AND URBAN DEVELOPMENTCORPORATION LIMITED,U74899DL1970GOI005276
HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED,L70100MH1996PLC101379,HOUSING DEVELOPMENT AND IMPROVEMENT INDIA LIMITED;HOUSING DEVELOPMENT AND INFRASTRUCTURELIMITED,
HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED,L70100MH1977PLC019916,HOUSING DEVELOPMENT FINANCE CORPORATIONLIMITED,
V RAHEJA DESIGN CONSTRUCTION PRIVATE LIMITED,U51909MH2004PTC147437,HOUSTON TRADERS AND DEVELOPERS PRIVATE LIMITED;V RAHEJA DESIGN CONSTRUCTION PRIVATELIMITED;V. RAHEJA DESIGN & CONSTRUCTION PRIVATE LIMITED,
